date,tickersymbol
2018-08-24,AMV
2018-08-24,CSV
2018-08-24,DGC
2018-08-27,NNC
2018-08-27,DGC
2018-08-27,CSV
2018-08-28,VNS
2018-08-28,DGC
2018-08-28,NNC
2018-08-29,DGC
2018-08-29,NNC
2018-08-29,VNS
2018-08-30,DGC
2018-08-30,OGC
2018-08-30,NNC
2018-08-31,NNC
2018-08-31,OGC
2018-08-31,VPG
2018-09-04,NNC
2018-09-04,VPG
2018-09-05,NNC
2018-09-05,L14
2018-09-06,NNC
2018-09-06,L14
2018-09-07,DGC
2018-09-07,TV2
2018-09-07,VPG
2018-09-10,DGC
2018-09-10,SAM
2018-09-10,TV2
2018-09-11,DGC
2018-09-11,TV2
2018-09-11,SAM
2018-09-12,DGC
2018-09-12,SRA
2018-09-12,VNS
2018-09-13,DGC
2018-09-13,VNS
2018-09-13,TV2
2018-09-14,BCG
2018-09-14,DGC
2018-09-14,PVB
2018-09-17,C47
2018-09-17,PVB
2018-09-17,BCG
2018-09-18,PVB
2018-09-18,BCG
2018-09-18,VNS
2018-09-19,PVB
2018-09-19,SAM
2018-09-19,BCG
2018-09-20,PVB
2018-09-20,BCG
2018-09-20,SAM
2018-09-21,PVB
2018-09-21,BCG
2018-09-21,LHG
2018-09-24,DGC
2018-09-24,LHG
2018-09-24,VNS
2018-09-25,DGC
2018-09-25,LIX
2018-09-25,VNS
2018-09-26,LIX
2018-09-26,DGC
2018-09-26,LHG
2018-09-27,C47
2018-09-27,C32
2018-09-27,VPG
2018-09-28,C47
2018-09-28,TV2
2018-09-28,C32
2018-10-01,C47
2018-10-01,VPG
2018-10-01,BWE
2018-10-02,VPG
2018-10-02,LIX
2018-10-02,TV2
2018-10-03,LIX
2018-10-03,TV2
2018-10-03,NTC
2018-10-04,BWE
2018-10-04,NTC
2018-10-04,APC
2018-10-05,APC
2018-10-05,NRC
2018-10-05,NTC
2018-10-08,VPG
2018-10-08,TV2
2018-10-08,NRC
2018-10-09,NRC
2018-10-09,NTC
2018-10-09,APC
2018-10-10,NTC
2018-10-10,APC
2018-10-10,LIX
2018-10-11,LIX
2018-10-11,TV2
2018-10-11,NRC
2018-10-12,LIX
2018-10-12,NTC
2018-10-12,APC
2018-10-15,VPG
2018-10-15,LIX
2018-10-15,APC
2018-10-16,VPG
2018-10-16,LIX
2018-10-16,APC
2018-10-17,VPG
2018-10-17,LIX
2018-10-17,SRA
2018-10-18,LIX
2018-10-18,SRA
2018-10-18,DPG
2018-10-19,VPG
2018-10-19,LIX
2018-10-19,NRC
2018-10-22,LIX
2018-10-22,KOS
2018-10-22,SRA
2018-10-23,DGC
2018-10-23,YEG
2018-10-23,SRA
2018-10-24,AMV
2018-10-24,DGC
2018-10-24,YEG
2018-10-25,AMV
2018-10-25,SRA
2018-10-25,YEG
2018-10-26,AMV
2018-10-26,SRA
2018-10-26,YEG
2018-10-29,AMV
2018-10-29,YEG
2018-10-29,SRA
2018-10-30,C47
2018-10-30,AMV
2018-10-30,YEG
2018-10-31,C47
2018-10-31,AMV
2018-10-31,YEG
2018-11-01,C47
2018-11-01,AMV
2018-11-01,YEG
2018-11-02,C47
2018-11-02,AMV
